Date,Open,High,Low,Close
18-March-2008,13603.25,13874.93,13284.59,13440.78,
19-March-2008,13822.32,14026.52,13432.52,13498.55,
24-March-2008,13570.99,13612.83,12491.17,12787.61,
25-March-2008,13094.28,13669.82,13065.51,13607.64,
26-March-2008,13665.91,13976.75,13515.65,13745.18,
27-March-2008,13632.92,14003.56,13570.32,13853.98,
28-March-2008,13980.99,14854.72,13980.99,14654.19,
31-March-2008,14527.65,14607.82,13937.06,14022.56,
1-April-2008,14137.32,14242.17,13656.06,13813.76,
2-April-2008,14228.00,14343.04,13486.75,13516.89,
3-April-2008,13601.10,13775.66,13387.60,13588.76,
4-April-2008,13518.93,13817.23,13337.07,13440.35,
7-April-2008,13524.69,13851.96,13297.46,13811.56,
8-April-2008,13813.43,13895.83,13512.11,13544.58,
9-April-2008,13491.02,13800.79,13448.35,13778.96,
10-April-2008,13764.36,13940.41,13726.76,13854.95,
11-April-2008,13931.33,14137.38,13828.23,13966.38,
15-April-2008,13851.97,14150.44,13719.03,14017.64,
16-April-2008,14052.43,14306.03,14052.43,14134.32,
17-April-2008,14262.76,14713.88,14262.76,14661.13,
21-April-2008,14790.58,15239.84,14790.58,15214.69,
22-April-2008,15136.11,15575.69,15080.57,15529.38,
23-April-2008,15565.64,15626.93,15208.76,15548.10,
24-April-2008,15615.93,15675.18,15301.81,15364.43,
25-April-2008,15480.86,15780.80,15367.64,15735.18,
28-April-2008,15844.08,15952.99,15584.59,15624.22,
29-April-2008,15712.53,16279.76,15711.84,16192.97,
30-April-2008,16288.77,16318.18,16020.81,16114.40,
2-May-2008,16281.92,16281.92,15795.03,15863.17,
5-May-2008,15930.74,16081.21,15842.21,15887.00,
6-May-2008,15914.99,16066.96,15844.91,15915.81,
7-May-2008,15952.49,16136.27,15689.73,15813.84,
8-May-2008,15662.54,15884.63,15588.90,15843.27,
9-May-2008,15801.72,15897.57,15570.35,15610.69,
12-May-2008,15479.75,15732.19,15175.02,15647.31,
13-May-2008,15769.50,16072.91,15684.95,15747.88,
14-May-2008,15833.26,16493.51,15671.43,16435.18,
15-May-2008,16575.56,16757.50,16445.59,16740.37,
16-May-2008,16828.82,17100.65,16645.38,17058.01,
20-May-2008,16979.18,17355.61,16970.05,17176.97,
21-May-2008,16969.28,17408.60,16969.28,17390.28,
22-May-2008,17165.34,17248.69,17002.60,17152.95,
23-May-2008,17198.44,17226.36,16757.40,16795.80,
26-May-2008,16524.08,16589.68,16311.81,16343.21,
27-May-2008,16414.61,16611.56,16178.25,16270.77,
28-May-2008,16361.69,16707.59,16068.72,16649.65,
29-May-2008,16781.18,17036.97,16518.52,16679.45,
30-May-2008,16813.13,16996.70,16622.77,16914.63,
2-June-2008,17022.97,17101.59,16199.84,16295.26,
3-June-2008,16050.06,16275.64,15904.57,16232.08,
4-June-2008,16275.52,16275.52,15323.97,15423.15,
5-June-2008,15406.21,15763.60,15157.82,15714.59,
6-June-2008,15888.07,16003.56,15470.59,15515.39,
9-June-2008,15150.74,15480.42,14842.00,15389.61,
10-June-2008,15304.68,15526.24,14971.52,15265.92,
11-June-2008,15405.04,15558.03,15289.04,15400.80,
12-June-2008,15204.76,15526.70,14912.44,15508.64,
13-June-2008,15574.35,15574.35,15135.15,15185.92,
16-June-2008,15334.61,15551.84,15320.88,15374.77,
17-June-2008,15389.58,15542.81,15273.09,15516.86,
18-June-2008,15566.31,15735.80,15195.17,15251.48,
19-June-2008,15126.23,15330.38,15066.45,15131.86,
20-June-2008,15186.20,15225.89,14432.70,14528.06,
23-June-2008,14439.49,14468.17,13775.62,13856.33,
24-June-2008,13856.98,13967.93,13177.92,13368.82,
25-June-2008,13101.73,13795.86,13061.35,13765.14,
26-June-2008,13841.01,13990.63,13657.18,13923.41,
27-June-2008,13651.77,13838.15,13237.23,13292.45,
30-June-2008,13285.23,13546.56,13088.49,13207.30,
1-July-2008,13287.04,13324.04,12395.74,12494.19,
2-July-2008,12504.94,13341.17,12205.65,13239.02,
3-July-2008,13069.42,13069.42,12043.20,12113.55,
4-July-2008,12161.33,12195.24,11797.49,12037.64,
7-July-2008,12132.27,12514.70,12132.27,12257.99,
8-July-2008,12031.73,12387.63,11869.80,12266.78,
9-July-2008,12510.80,12696.74,12460.19,12642.62,
10-July-2008,12586.85,13037.42,12537.44,12959.17,
11-July-2008,13077.19,13186.15,12571.62,12711.71,
14-July-2008,12685.37,13176.40,12618.10,12897.19,
